feedback_id,customer_id,store_id,rating,comment,channel,date
4020,6421,9,2,"Product is average, expected much more.",WhatsApp,2022-12-09
4021,6372,2,5,Best electronics store in the city!,Email,2022-03-03
4022,6427,2,5,Outstanding support and great deals.,Email,2024-12-14
4023,6246,9,4,Staff went above and beyond to help.,Website,2023-07-25
4024,6188,8,1,Packaging was damaged on arrival.,App,2025-10-30
4025,6181,8,4,Outstanding support and great deals.,Phone-Call,2024-03-02
4026,6297,9,5,Quick billing and smooth process.,Email,2023-03-18
4027,6153,1,1,"Billing took forever, staff was rude.",In-Store,2024-12-10
4028,6296,5,3,"Met some expectations, decent selection.",In-Store,2022-03-30
4029,6109,4,3,Satisfactory but room for improvement.,App,2025-03-06
4030,6489,8,5,Outstanding support and great deals.,App,2023-04-22
4031,6078,10,4,Super fast billing and great ambience.,Website,2022-11-19
4032,6159,9,2,"Product is average, expected much more.",Phone-Call,2025-07-23
4033,6188,2,3,Product meets basic expectations.,App,2024-11-11
4034,6321,2,3,Product meets basic expectations.,App,2024-09-11
4035,6364,9,4,Store was clean and well organized.,Website,2024-04-07
4036,6110,1,5,Outstanding support and great deals.,Website,2024-06-03
4037,6468,10,4,Quick billing and smooth process.,Email,2025-10-29
4038,6325,2,3,Satisfactory but room for improvement.,Phone-Call,2025-06-14
4039,6407,8,1,"Long waiting time, no one attended to us.",Phone-Call,2023-11-25
4040,6038,7,5,Best electronics store in the city!,WhatsApp,2025-02-20
4041,6112,2,3,Would recommend to friends.,Email,2022-09-23
4042,6372,4,4,Super fast billing and great ambience.,Email,2022-11-07
4043,6420,5,2,"Product is average, expected much more.",Website,2022-05-12
4044,6040,10,2,Below average experience overall.,WhatsApp,2025-01-29
4045,6381,4,4,Amazing product quality. Very satisfied.,In-Store,2024-07-19
4046,6059,10,4,Five stars well deserved!,Phone-Call,2023-08-08
4047,6145,10,1,Price is not justified for the quality.,Phone-Call,2023-01-24
4048,6318,6,3,Product meets basic expectations.,In-Store,2024-02-07
4049,6278,8,4,Five stars well deserved!,Email,2022-08-20
4050,6048,8,1,"Product is average, expected much more.",In-Store,2024-09-30
4051,6012,6,1,"Long waiting time, no one attended to us.",WhatsApp,2022-07-31
4052,6232,4,5,Outstanding support and great deals.,Website,2024-10-19
4053,6157,2,4,Five stars well deserved!,Phone-Call,2023-08-26
4054,6382,9,1,Return process was complicated.,Website,2023-05-16
4055,6072,9,2,Price is not justified for the quality.,Phone-Call,2025-03-03
4056,6225,1,2,Below average experience overall.,App,2023-04-12
4057,6093,5,2,Packaging was damaged on arrival.,Email,2022-12-08
4058,6303,3,5,Staff went above and beyond to help.,App,2024-06-18
4059,6047,5,4,Amazing product quality. Very satisfied.,WhatsApp,2025-08-17
4060,6332,5,2,"Billing took forever, staff was rude.",In-Store,2022-12-30
4061,6332,7,5,Staff went above and beyond to help.,Phone-Call,2023-01-22
4062,6066,2,4,Staff went above and beyond to help.,Email,2023-11-28
4063,6049,9,4,Outstanding support and great deals.,App,2024-01-10
4064,6494,3,2,Packaging was damaged on arrival.,WhatsApp,2026-01-06
4065,6309,7,5,Super fast billing and great ambience.,Phone-Call,2022-10-29
4066,6051,3,5,Good value for money.,In-Store,2025-08-04
4067,6336,10,4,Good value for money.,In-Store,2026-01-22
4068,6399,9,4,Best electronics store in the city!,Email,2023-02-04
4069,6238,9,1,"Long waiting time, no one attended to us.",Website,2023-04-07
4070,6480,5,4,Best electronics store in the city!,App,2025-04-02
4071,6370,3,3,"Met some expectations, decent selection.",Phone-Call,2025-09-03
4072,6201,10,5,Store was clean and well organized.,Website,2024-04-10
4073,6131,3,3,"Met some expectations, decent selection.",WhatsApp,2025-01-25
4074,6102,10,5,Good value for money.,Phone-Call,2025-10-26
4075,6371,1,1,Will not visit again. Terrible experience.,In-Store,2026-03-18
4076,6154,5,5,Store was clean and well organized.,WhatsApp,2024-05-30
4077,6366,7,4,Super fast billing and great ambience.,Website,2022-03-17
4078,6180,3,4,Outstanding support and great deals.,WhatsApp,2025-04-18
4079,6330,9,5,Amazing product quality. Very satisfied.,Email,2026-03-01
4080,6262,8,2,Will not visit again. Terrible experience.,App,2023-04-07
4081,6085,3,3,Satisfactory but room for improvement.,In-Store,2022-03-31
4082,6397,5,3,"Average experience, nothing special.",Website,2025-07-12
4083,6340,6,4,Outstanding support and great deals.,Phone-Call,2025-02-26
4084,6404,6,4,Store was clean and well organized.,Website,2025-01-22
4085,6130,6,4,Will definitely come back again!,Website,2023-07-09
4086,6157,3,5,Amazing product quality. Very satisfied.,WhatsApp,2022-02-13
4087,6449,10,3,Store was clean but staff seemed busy.,Website,2024-02-02
4088,6293,1,1,Will not visit again. Terrible experience.,App,2022-06-17
4089,6031,2,1,Overpriced and poor quality.,App,2022-11-27
4090,6382,10,4,Staff went above and beyond to help.,In-Store,2024-04-08
4091,6036,9,4,Staff went above and beyond to help.,Website,2023-12-19
4092,6482,7,1,"Billing took forever, staff was rude.",Email,2024-03-22
4093,6257,9,5,Will definitely come back again!,Phone-Call,2023-05-31
4094,6416,10,4,Outstanding support and great deals.,WhatsApp,2022-06-10
4095,6491,3,5,Five stars well deserved!,Phone-Call,2022-08-08
4096,6397,4,2,Return process was complicated.,In-Store,2023-07-06
4097,6096,6,3,Product meets basic expectations.,Website,2025-05-19
4098,6164,1,3,"Met some expectations, decent selection.",In-Store,2024-09-27
4099,6090,6,1,"Billing took forever, staff was rude.",Phone-Call,2025-12-28
4100,6188,10,5,Store was clean and well organized.,Email,2026-01-30
4101,6121,1,5,Super fast billing and great ambience.,Website,2026-03-29
4102,6476,9,5,Staff went above and beyond to help.,WhatsApp,2025-05-12
4103,6499,10,3,Would recommend to friends.,In-Store,2024-12-12
4104,6233,4,3,Satisfactory but room for improvement.,Email,2022-06-19
4105,6197,3,5,Quick billing and smooth process.,Website,2023-10-09
4106,6168,2,5,Five stars well deserved!,App,2022-05-07
4107,6248,5,2,Packaging was damaged on arrival.,Phone-Call,2025-08-05
4108,6122,6,5,Five stars well deserved!,In-Store,2024-11-12
4109,6254,2,4,Five stars well deserved!,WhatsApp,2024-09-28
4110,6088,8,3,"Met some expectations, decent selection.",Phone-Call,2023-02-21
4111,6089,10,5,Staff went above and beyond to help.,In-Store,2024-11-01
4112,6074,1,3,"Average experience, nothing special.",Phone-Call,2022-03-08
4113,6369,10,3,"Met some expectations, decent selection.",Phone-Call,2022-11-14
4114,6485,6,4,Super fast billing and great ambience.,App,2022-02-06
4115,6102,8,5,Store was clean and well organized.,WhatsApp,2024-09-27
4116,6350,3,3,Service was okay but could be improved.,Phone-Call,2022-10-16
4117,6390,10,3,"Met some expectations, decent selection.",Email,2025-05-18
4118,6477,4,4,Best electronics store in the city!,Phone-Call,2023-03-12
4119,6309,8,4,Outstanding support and great deals.,App,2023-02-11
4120,6282,6,1,Price is not justified for the quality.,Email,2024-08-24
4121,6033,5,5,Will definitely come back again!,Phone-Call,2025-11-17
4122,6351,9,4,Outstanding support and great deals.,In-Store,2022-06-01
4123,6121,4,5,Amazing product quality. Very satisfied.,App,2024-07-22
4124,6002,8,2,Packaging was damaged on arrival.,Email,2022-10-10
4125,6252,8,1,"Long waiting time, no one attended to us.",Email,2023-09-11
4126,6358,10,1,"Product is average, expected much more.",App,2025-04-01
4127,6292,2,2,Price is not justified for the quality.,In-Store,2024-03-19
4128,6459,8,4,Will definitely come back again!,App,2022-06-10
4129,6054,7,3,Product meets basic expectations.,WhatsApp,2024-08-02
4130,6158,2,2,Limited product options and low stock.,App,2025-04-06
4131,6078,8,4,Quick billing and smooth process.,Website,2023-03-17
4132,6034,2,4,Amazing product quality. Very satisfied.,Email,2024-12-31
4133,6438,6,5,Outstanding support and great deals.,App,2024-01-10
4134,6194,10,4,Five stars well deserved!,Email,2026-01-12
4135,6074,5,2,"Long waiting time, no one attended to us.",App,2024-01-30
4136,6197,3,1,"Billing took forever, staff was rude.",Phone-Call,2023-12-22
4137,6170,1,4,Will definitely come back again!,App,2025-01-23
4138,6415,3,1,Below average experience overall.,Website,2024-12-08
4139,6247,7,4,Amazing product quality. Very satisfied.,WhatsApp,2025-10-17
4140,6145,6,3,"Average experience, nothing special.",In-Store,2025-03-27
4141,6325,8,2,Will not visit again. Terrible experience.,Email,2024-01-17
4142,6462,1,2,Limited product options and low stock.,Website,2024-12-14
4143,6464,4,4,Quick billing and smooth process.,Website,2023-01-12
4144,6346,1,5,Will definitely come back again!,Phone-Call,2024-12-13
4145,6083,1,4,Amazing product quality. Very satisfied.,App,2022-04-26
4146,6376,1,5,Will definitely come back again!,Phone-Call,2022-07-07
4147,6228,9,2,Price is not justified for the quality.,Phone-Call,2023-01-19
4148,6166,10,3,Would recommend to friends.,Email,2025-03-30
4149,6032,9,5,Staff went above and beyond to help.,WhatsApp,2026-01-11
4150,6484,6,5,Best electronics store in the city!,In-Store,2025-09-26
4151,6491,9,1,Will not visit again. Terrible experience.,App,2022-01-17
4152,6387,8,2,Will not visit again. Terrible experience.,Email,2026-01-05
4153,6077,7,5,Store was clean and well organized.,Phone-Call,2023-09-07
4154,6018,2,5,Will definitely come back again!,In-Store,2022-02-02
4155,6401,5,1,Will not visit again. Terrible experience.,WhatsApp,2022-08-13
4156,6256,8,5,Will definitely come back again!,Phone-Call,2025-03-18
4157,6248,6,3,Would recommend to friends.,Email,2023-04-28
4158,6443,1,4,Good value for money.,WhatsApp,2026-03-17
4159,6119,5,1,Overpriced and poor quality.,Phone-Call,2023-07-02
4160,6072,4,3,Satisfactory but room for improvement.,Website,2023-06-09
4161,6329,8,4,Will definitely come back again!,Phone-Call,2025-12-30
4162,6224,5,4,Best electronics store in the city!,In-Store,2024-10-09
4163,6414,3,3,Product meets basic expectations.,App,2023-07-29
4164,6089,1,1,"Long waiting time, no one attended to us.",App,2023-03-24
4165,6193,10,4,Quick billing and smooth process.,Website,2025-12-12
4166,6345,7,5,Outstanding support and great deals.,WhatsApp,2022-02-25
4167,6412,4,2,Price is not justified for the quality.,Phone-Call,2022-07-31
4168,6188,7,3,"Average experience, nothing special.",App,2023-09-09
4169,6020,6,4,Good value for money.,Phone-Call,2022-10-30
4170,6101,3,4,Will definitely come back again!,In-Store,2025-06-16
4171,6181,10,4,Good value for money.,In-Store,2025-01-16
4172,6070,6,3,Product meets basic expectations.,WhatsApp,2026-01-09
4173,6146,4,2,Packaging was damaged on arrival.,App,2022-09-07
4174,6477,5,3,Product meets basic expectations.,Email,2025-07-22
4175,6379,6,4,Amazing product quality. Very satisfied.,Website,2023-05-08
4176,6047,6,4,Store was clean and well organized.,WhatsApp,2022-11-12
4177,6157,10,4,Super fast billing and great ambience.,Phone-Call,2023-09-30
4178,6332,1,3,Store was clean but staff seemed busy.,WhatsApp,2024-03-07
4179,6333,4,3,Product meets basic expectations.,In-Store,2024-03-09
4180,6275,7,5,Store was clean and well organized.,WhatsApp,2025-09-24
4181,6018,8,1,"Product is average, expected much more.",Phone-Call,2025-04-04
4182,6318,5,1,Below average experience overall.,WhatsApp,2023-02-27
4183,6109,10,4,Staff went above and beyond to help.,Email,2022-12-06
4184,6488,1,3,"Average experience, nothing special.",Phone-Call,2022-11-28
4185,6486,1,3,Store was clean but staff seemed busy.,In-Store,2026-01-29
4186,6246,5,5,Good value for money.,In-Store,2024-10-09
4187,6240,6,4,Super fast billing and great ambience.,App,2025-03-17
4188,6104,8,1,Will not visit again. Terrible experience.,Website,2023-11-22
4189,6458,5,2,Overpriced and poor quality.,In-Store,2025-04-16
4190,6091,3,4,Store was clean and well organized.,App,2026-01-22
4191,6164,9,4,Super fast billing and great ambience.,Phone-Call,2024-05-25
4192,6386,4,1,"Billing took forever, staff was rude.",WhatsApp,2026-02-02
4193,6121,10,5,Best electronics store in the city!,In-Store,2025-06-08
4194,6226,10,3,"Average experience, nothing special.",App,2023-10-15
4195,6036,7,4,Good value for money.,Website,2026-02-25
4196,6041,9,3,Service was okay but could be improved.,App,2023-02-14
4197,6035,2,5,Best electronics store in the city!,App,2022-01-31
4198,6306,5,2,Packaging was damaged on arrival.,Phone-Call,2026-01-01
4199,6223,1,4,Amazing product quality. Very satisfied.,In-Store,2024-07-28
4200,6089,3,1,Overpriced and poor quality.,Phone-Call,2023-10-25
4201,6155,8,3,Satisfactory but room for improvement.,Website,2023-10-01
4202,6492,4,4,Store was clean and well organized.,Website,2024-02-28
4203,6080,6,5,Super fast billing and great ambience.,WhatsApp,2022-08-17
4204,6134,9,4,Super fast billing and great ambience.,App,2024-06-17
4205,6031,2,4,Store was clean and well organized.,App,2024-01-14
4206,6295,8,4,Will definitely come back again!,Website,2022-01-03
4207,6294,6,5,Quick billing and smooth process.,Email,2022-07-07
4208,6035,3,5,Quick billing and smooth process.,Website,2023-01-24
4209,6386,1,3,Service was okay but could be improved.,In-Store,2024-05-16
4210,6370,3,5,Amazing product quality. Very satisfied.,Phone-Call,2023-12-25
4211,6369,6,4,Staff went above and beyond to help.,In-Store,2022-08-18
4212,6320,1,4,Store was clean and well organized.,In-Store,2024-09-21
4213,6291,10,3,"Average experience, nothing special.",Website,2025-06-09
4214,6277,8,3,Service was okay but could be improved.,Email,2025-03-31
4215,6055,1,2,Packaging was damaged on arrival.,App,2024-01-13
4216,6388,6,3,"Average experience, nothing special.",App,2023-05-24
4217,6332,6,5,Five stars well deserved!,App,2022-04-15
4218,6456,2,3,Satisfactory but room for improvement.,Phone-Call,2022-05-01
4219,6365,8,2,Below average experience overall.,App,2025-02-19
4220,6418,2,1,"Product is average, expected much more.",In-Store,2023-05-09
4221,6123,1,5,Quick billing and smooth process.,Email,2022-11-25
4222,6239,2,1,"Billing took forever, staff was rude.",WhatsApp,2023-06-10
4223,6390,7,3,Store was clean but staff seemed busy.,Phone-Call,2023-01-25
4224,6127,10,3,Product meets basic expectations.,WhatsApp,2022-07-01
4225,6376,2,5,Super fast billing and great ambience.,WhatsApp,2023-07-06
4226,6150,8,1,"Product is average, expected much more.",App,2024-09-21
4227,6448,10,1,Limited product options and low stock.,Phone-Call,2023-01-07
4228,6273,5,5,Staff went above and beyond to help.,App,2023-03-14
4229,6326,8,2,Below average experience overall.,WhatsApp,2025-07-16
4230,6426,6,3,Product meets basic expectations.,Phone-Call,2022-03-18
4231,6311,8,5,Staff went above and beyond to help.,WhatsApp,2022-09-27
4232,6064,5,4,Store was clean and well organized.,App,2023-10-08
4233,6015,4,4,Staff went above and beyond to help.,App,2026-01-11
4234,6068,5,2,Below average experience overall.,In-Store,2024-07-08
4235,6426,8,5,Best electronics store in the city!,Email,2025-02-21
4236,6314,7,5,Will definitely come back again!,Phone-Call,2025-06-07
4237,6081,4,3,"Average experience, nothing special.",Website,2024-11-02
4238,6318,3,1,Overpriced and poor quality.,App,2022-11-20
4239,6357,8,3,Would recommend to friends.,Phone-Call,2024-01-13
4240,6389,6,4,Five stars well deserved!,Email,2025-10-02
4241,6073,5,3,"Met some expectations, decent selection.",Website,2023-07-26
4242,6441,4,2,Packaging was damaged on arrival.,Phone-Call,2026-01-15
4243,6220,10,4,Quick billing and smooth process.,App,2026-03-31
4244,6185,9,5,Five stars well deserved!,Email,2025-06-11
4245,6173,7,2,Below average experience overall.,App,2025-07-05
4246,6388,9,3,Store was clean but staff seemed busy.,Email,2022-06-24
4247,6184,6,4,Staff went above and beyond to help.,Website,2025-11-28
4248,6366,4,2,"Billing took forever, staff was rude.",Phone-Call,2025-05-17
4249,6279,10,5,Outstanding support and great deals.,App,2026-02-14
4250,6291,1,4,Best electronics store in the city!,Website,2023-12-01
4251,6491,8,4,Good value for money.,Website,2023-10-05
4252,6021,10,5,Best electronics store in the city!,Email,2024-04-21
4253,6133,6,2,Price is not justified for the quality.,Phone-Call,2025-03-13
4254,6468,7,4,Super fast billing and great ambience.,Website,2025-07-03
4255,6194,10,3,"Average experience, nothing special.",App,2023-12-27
4256,6045,5,3,"Average experience, nothing special.",In-Store,2023-05-04
4257,6069,5,5,Best electronics store in the city!,Website,2022-03-18
4258,6431,5,3,Would recommend to friends.,Website,2025-11-24
4259,6021,4,5,Best electronics store in the city!,Website,2024-03-11
4260,6279,1,4,Best electronics store in the city!,WhatsApp,2023-07-19
4261,6023,8,3,Would recommend to friends.,App,2025-09-30
4262,6268,1,4,Outstanding support and great deals.,App,2025-09-11
4263,6186,7,3,Service was okay but could be improved.,In-Store,2022-01-14
4264,6163,2,4,Super fast billing and great ambience.,Email,2025-05-15
4265,6483,9,3,Would recommend to friends.,Email,2022-09-08
4266,6402,4,2,"Product is average, expected much more.",In-Store,2023-07-07
4267,6177,4,1,Price is not justified for the quality.,Email,2025-06-24
4268,6268,10,5,Five stars well deserved!,Email,2023-10-22
4269,6460,7,3,Store was clean but staff seemed busy.,App,2023-11-15
4270,6010,8,2,"Billing took forever, staff was rude.",Email,2025-07-09
4271,6200,5,4,Best electronics store in the city!,Website,2023-08-15
4272,6097,3,2,"Long waiting time, no one attended to us.",In-Store,2022-03-08
4273,6143,8,5,Good value for money.,Email,2025-11-14
4274,6258,4,1,"Long waiting time, no one attended to us.",In-Store,2022-06-19
4275,6161,9,4,Super fast billing and great ambience.,Email,2022-09-22
4276,6190,3,4,Super fast billing and great ambience.,In-Store,2025-10-04
4277,6263,6,3,Store was clean but staff seemed busy.,App,2022-02-21
4278,6398,6,5,Amazing product quality. Very satisfied.,Phone-Call,2023-04-30
4279,6243,8,2,"Billing took forever, staff was rude.",Email,2025-02-07
4280,6214,8,3,Would recommend to friends.,Phone-Call,2023-12-02
4281,6021,6,2,Overpriced and poor quality.,Website,2025-06-15
4282,6229,5,5,Amazing product quality. Very satisfied.,WhatsApp,2022-10-16
4283,6099,6,5,Best electronics store in the city!,WhatsApp,2023-06-10
4284,6086,3,3,Service was okay but could be improved.,Website,2023-03-26
4285,6253,6,4,Five stars well deserved!,Email,2025-08-29
4286,6131,1,5,Store was clean and well organized.,Website,2025-08-02
4287,6479,9,5,Quick billing and smooth process.,Website,2025-02-22
4288,6142,6,5,Staff went above and beyond to help.,In-Store,2024-07-06
4289,6347,2,1,Return process was complicated.,Email,2023-08-10
4290,6268,10,4,Super fast billing and great ambience.,App,2025-09-28
4291,6305,7,3,Store was clean but staff seemed busy.,WhatsApp,2023-07-13
4292,6348,10,3,Product meets basic expectations.,Phone-Call,2023-02-16
4293,6475,4,5,Super fast billing and great ambience.,In-Store,2022-12-10
4294,6419,7,5,Store was clean and well organized.,In-Store,2023-03-06
4295,6225,9,5,Good value for money.,In-Store,2022-11-18
4296,6316,2,4,Amazing product quality. Very satisfied.,Email,2023-01-22
4297,6248,2,5,Will definitely come back again!,Phone-Call,2024-06-22
4298,6318,3,5,Super fast billing and great ambience.,Phone-Call,2022-05-27
4299,6333,7,5,Will definitely come back again!,Website,2023-09-05
4300,6411,1,2,"Product is average, expected much more.",Email,2025-02-08
4301,6178,7,4,Staff went above and beyond to help.,Phone-Call,2023-06-28
4302,6348,1,4,Super fast billing and great ambience.,WhatsApp,2022-02-19
4303,6119,6,3,Satisfactory but room for improvement.,Email,2022-05-13
4304,6327,9,4,Store was clean and well organized.,Email,2025-05-08
4305,6347,4,4,Super fast billing and great ambience.,WhatsApp,2025-11-24
4306,6049,5,4,Will definitely come back again!,App,2025-03-05
4307,6469,2,2,Packaging was damaged on arrival.,WhatsApp,2025-04-17
4308,6482,6,3,Product meets basic expectations.,Phone-Call,2025-06-09
4309,6015,8,4,Staff went above and beyond to help.,Email,2025-04-06
4310,6033,8,4,Will definitely come back again!,WhatsApp,2025-11-19
4311,6160,1,4,Store was clean and well organized.,Website,2024-11-16
4312,6419,7,3,Satisfactory but room for improvement.,Website,2025-03-27
4313,6454,4,4,Good value for money.,App,2026-02-14
4314,6030,3,5,Will definitely come back again!,App,2025-12-09
4315,6235,3,3,Satisfactory but room for improvement.,Website,2025-04-12
4316,6088,9,4,Will definitely come back again!,Email,2025-07-22
4317,6010,1,4,Will definitely come back again!,WhatsApp,2022-04-08
4318,6140,3,3,"Met some expectations, decent selection.",WhatsApp,2023-11-27
4319,6195,2,5,Amazing product quality. Very satisfied.,In-Store,2023-12-11
4320,6479,6,5,Five stars well deserved!,WhatsApp,2022-06-08
4321,6050,10,3,Satisfactory but room for improvement.,App,2022-08-20
4322,6210,1,5,Will definitely come back again!,App,2025-09-16
4323,6219,5,3,Satisfactory but room for improvement.,App,2023-03-12
4324,6073,7,3,Store was clean but staff seemed busy.,Website,2024-07-24
4325,6256,2,5,Five stars well deserved!,App,2022-01-09
4326,6406,4,4,Outstanding support and great deals.,Phone-Call,2022-02-17
4327,6025,3,5,Outstanding support and great deals.,App,2026-01-30
4328,6395,10,4,Good value for money.,Phone-Call,2022-08-04
4329,6419,3,3,Product meets basic expectations.,In-Store,2022-01-27
4330,6159,8,3,Satisfactory but room for improvement.,App,2023-08-19
4331,6145,1,5,Super fast billing and great ambience.,Website,2023-04-27
4332,6303,6,2,Packaging was damaged on arrival.,In-Store,2022-05-25
4333,6363,1,5,Staff went above and beyond to help.,In-Store,2022-05-09
4334,6201,9,2,Return process was complicated.,In-Store,2025-11-05
4335,6489,3,5,Quick billing and smooth process.,WhatsApp,2022-01-16
4336,6139,5,3,Would recommend to friends.,Email,2023-09-02
4337,6160,5,4,Super fast billing and great ambience.,App,2023-07-25
4338,6237,10,5,Quick billing and smooth process.,WhatsApp,2023-02-16
4339,6210,6,4,Will definitely come back again!,In-Store,2026-02-11
4340,6378,6,5,Best electronics store in the city!,Phone-Call,2022-02-02
4341,6401,3,5,Will definitely come back again!,WhatsApp,2025-10-25
4342,6296,2,5,Good value for money.,WhatsApp,2022-08-31
4343,6219,8,5,Super fast billing and great ambience.,App,2025-10-10
4344,6196,3,1,"Long waiting time, no one attended to us.",Website,2023-09-05
4345,6057,7,5,Outstanding support and great deals.,Phone-Call,2024-02-11
4346,6301,7,1,Packaging was damaged on arrival.,Phone-Call,2022-10-24
4347,6448,5,5,Amazing product quality. Very satisfied.,Phone-Call,2022-08-31
4348,6279,2,4,Store was clean and well organized.,Phone-Call,2023-01-15
4349,6269,9,5,Amazing product quality. Very satisfied.,Email,2024-03-26
4350,6140,5,5,Store was clean and well organized.,WhatsApp,2022-12-10
4351,6281,6,5,Outstanding support and great deals.,WhatsApp,2022-10-01
4352,6009,1,4,Outstanding support and great deals.,Phone-Call,2026-01-09
4353,6151,1,4,Staff went above and beyond to help.,Website,2022-03-03
4354,6456,1,5,Best electronics store in the city!,App,2025-03-24
4355,6429,8,3,Service was okay but could be improved.,App,2024-11-29
4356,6262,6,1,"Billing took forever, staff was rude.",Email,2025-11-02
4357,6328,7,1,"Product is average, expected much more.",App,2024-11-18
4358,6184,7,4,Amazing product quality. Very satisfied.,Phone-Call,2024-07-27
4359,6095,2,5,Good value for money.,App,2022-10-15
4360,6195,4,3,Store was clean but staff seemed busy.,Email,2025-12-03
4361,6245,1,4,Store was clean and well organized.,In-Store,2024-04-25
4362,6181,8,4,Quick billing and smooth process.,Phone-Call,2025-02-26
4363,6387,3,5,Good value for money.,WhatsApp,2023-04-13
4364,6117,8,5,Best electronics store in the city!,WhatsApp,2024-07-18
4365,6245,3,5,Good value for money.,In-Store,2023-05-08
4366,6260,2,1,Packaging was damaged on arrival.,Website,2022-01-13
4367,6060,2,3,"Met some expectations, decent selection.",In-Store,2025-01-17
4368,6032,6,3,"Met some expectations, decent selection.",Email,2022-06-10
4369,6447,9,4,Will definitely come back again!,Phone-Call,2023-08-06
4370,6194,5,1,Price is not justified for the quality.,WhatsApp,2024-06-19
4371,6107,3,3,Store was clean but staff seemed busy.,In-Store,2023-11-03
4372,6181,2,4,Good value for money.,In-Store,2023-04-19
4373,6198,3,1,"Billing took forever, staff was rude.",Phone-Call,2023-09-20
4374,6386,3,4,Staff went above and beyond to help.,WhatsApp,2023-05-08
4375,6410,8,5,Store was clean and well organized.,Website,2025-10-04
4376,6085,4,5,Five stars well deserved!,App,2023-11-03
4377,6230,10,5,Quick billing and smooth process.,WhatsApp,2024-04-25
4378,6389,6,3,"Met some expectations, decent selection.",App,2022-11-30
4379,6067,7,4,Store was clean and well organized.,App,2025-02-24
4380,6332,5,1,"Billing took forever, staff was rude.",In-Store,2023-07-29
4381,6498,10,4,Outstanding support and great deals.,In-Store,2024-08-05
4382,6179,1,5,Store was clean and well organized.,WhatsApp,2023-05-28
4383,6236,3,4,Amazing product quality. Very satisfied.,Website,2023-11-12
4384,6422,9,5,Best electronics store in the city!,Phone-Call,2026-01-18
4385,6441,3,2,"Long waiting time, no one attended to us.",In-Store,2022-01-15
4386,6011,2,5,Five stars well deserved!,WhatsApp,2026-01-05
4387,6405,1,4,Quick billing and smooth process.,In-Store,2022-10-02
4388,6262,4,4,Quick billing and smooth process.,WhatsApp,2022-07-18
4389,6239,2,5,Five stars well deserved!,Phone-Call,2025-02-22
4390,6032,10,3,Service was okay but could be improved.,Phone-Call,2026-01-09
4391,6275,1,4,Outstanding support and great deals.,In-Store,2023-02-23
4392,6094,3,5,Will definitely come back again!,Phone-Call,2023-03-23
4393,6313,7,4,Good value for money.,Phone-Call,2022-11-04
4394,6462,2,1,"Billing took forever, staff was rude.",Website,2022-02-18
4395,6344,4,2,Will not visit again. Terrible experience.,In-Store,2025-03-21
4396,6053,5,3,Satisfactory but room for improvement.,Phone-Call,2022-05-03
4397,6315,4,2,Will not visit again. Terrible experience.,App,2025-08-04
4398,6484,3,3,Store was clean but staff seemed busy.,WhatsApp,2024-04-05
4399,6116,8,2,Below average experience overall.,In-Store,2022-03-14
4400,6338,3,4,Amazing product quality. Very satisfied.,Phone-Call,2022-03-21
4401,6159,1,2,Will not visit again. Terrible experience.,Email,2022-01-08
4402,6444,1,4,Will definitely come back again!,App,2022-04-05
4403,6263,8,4,Super fast billing and great ambience.,In-Store,2025-12-31
4404,6180,3,2,"Product is average, expected much more.",In-Store,2023-01-08
4405,6426,3,5,Staff went above and beyond to help.,In-Store,2023-10-12
4406,6205,7,4,Five stars well deserved!,Email,2022-06-13
4407,6180,1,5,Outstanding support and great deals.,Website,2022-12-29
4408,6178,2,5,Quick billing and smooth process.,WhatsApp,2024-04-17
4409,6158,3,4,Amazing product quality. Very satisfied.,App,2023-06-10
4410,6023,2,1,Will not visit again. Terrible experience.,Phone-Call,2025-08-15
4411,6335,6,3,Satisfactory but room for improvement.,Email,2025-08-23
4412,6234,8,2,Overpriced and poor quality.,Email,2025-09-17
4413,6086,1,5,Store was clean and well organized.,Website,2022-08-19
4414,6359,8,3,Service was okay but could be improved.,Website,2023-10-25
4415,6498,5,3,Would recommend to friends.,Phone-Call,2023-06-02
4416,6038,6,3,Product meets basic expectations.,WhatsApp,2026-01-27
4417,6008,6,2,Limited product options and low stock.,WhatsApp,2022-07-04
4418,6106,6,5,Will definitely come back again!,In-Store,2022-07-18
4419,6458,6,3,"Average experience, nothing special.",Website,2024-10-01
4420,6380,10,3,"Average experience, nothing special.",Website,2022-11-23
4421,6374,9,1,"Long waiting time, no one attended to us.",Website,2023-05-09
4422,6343,8,1,Price is not justified for the quality.,Email,2026-03-21
4423,6256,4,4,Will definitely come back again!,WhatsApp,2022-08-15
4424,6494,3,4,Five stars well deserved!,In-Store,2025-05-16
4425,6466,1,5,Good value for money.,Phone-Call,2023-01-15
4426,6309,5,5,Good value for money.,WhatsApp,2024-05-01
4427,6039,1,3,Satisfactory but room for improvement.,WhatsApp,2025-06-16
4428,6250,4,5,Five stars well deserved!,In-Store,2026-03-15
4429,6270,10,5,Five stars well deserved!,WhatsApp,2024-02-01
4430,6055,7,1,Below average experience overall.,Phone-Call,2023-11-02
4431,6303,3,1,Overpriced and poor quality.,Email,2023-09-30
4432,6094,5,4,Staff went above and beyond to help.,WhatsApp,2023-08-21
4433,6357,5,4,Quick billing and smooth process.,Phone-Call,2022-01-30
4434,6247,1,1,Overpriced and poor quality.,Email,2022-06-26
